ts,signal_id,mode,action,ticker,qty,result,note
2026-06-24T09:58:43.670095+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-24T09:58:43.670497+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-24T09:58:44.124886+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-24T09:58:44.125319+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-24T09:58:44.135076+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-24T09:58:44.144797+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-24T09:58:44.214114+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-24T09:58:44.225054+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-24T14:21:28.704579+00:00,ZB-6afe2bb8234bbfcb0be1,live,sell,MNQ,2,confirmed,http 200
2026-06-24T18:30:04.769234+00:00,ZB-1ca318ec0d8400692dc1,live,cancel,MNQ,,confirmed,http 200
2026-06-24T18:30:05.136710+00:00,ZB-ae1f4a17cc1fc529e4df,live,exit,MNQ,,confirmed,http 200
2026-06-25T10:05:46.626843+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T10:05:46.627383+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T10:05:47.101386+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T10:05:47.101933+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T10:05:47.112962+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T10:05:47.123876+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T10:05:47.164372+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T10:05:47.175299+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:22:31.688013+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:22:31.688408+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:22:32.172561+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:22:32.172994+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:22:32.183939+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:22:32.194290+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:22:32.237071+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:22:32.248759+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:29:42.026045+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:29:42.026436+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:29:42.473199+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:29:42.473606+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:29:42.483730+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:29:42.493581+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:29:42.529904+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:29:42.540097+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:33:40.860838+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:33:40.861258+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:33:41.326268+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:33:41.326758+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:33:41.337138+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:33:41.347310+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:33:41.386108+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:33:41.396670+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:44:35.086964+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:44:35.087390+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:44:35.565897+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:44:35.566350+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:44:35.576292+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:44:35.586455+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:44:35.630405+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:44:35.640696+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:51:04.315580+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:51:04.315978+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:51:04.776662+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:51:04.777103+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:51:04.788067+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:51:04.798257+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:51:04.844786+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:51:04.855151+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:52:16.029812+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T12:52:16.030254+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T12:52:16.476587+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T12:52:16.477056+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T12:52:16.499171+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T12:52:16.509941+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:52:16.549366+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T12:52:16.559752+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T13:51:45.845353+00:00,ZB-e5551ec1ef0281d90bb2,live,sell,MNQ,2,confirmed,http 200
2026-06-25T18:30:03.837745+00:00,ZB-4b591064520c2aa190c5,live,cancel,MNQ,,confirmed,http 200
2026-06-25T18:30:04.215972+00:00,ZB-d543d3e784023e981ac4,live,exit,MNQ,,confirmed,http 200
2026-06-25T22:01:07.993312+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T22:01:07.993800+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T22:01:08.446685+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T22:01:08.447193+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T22:01:08.457688+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T22:01:08.467966+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T22:01:08.507464+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T22:01:08.531401+00:00,ZB-78477fc08367c49320f2,dry-run,buy,MNQ,2,logged,
2026-06-25T23:05:24.685268+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T23:05:24.685677+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T23:05:25.190475+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T23:05:25.190911+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T23:05:25.202457+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T23:05:25.213771+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:05:25.214186+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:05:25.296818+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:05:25.297276+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:05:25.311605+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:05:25.312047+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:24.770366+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-25T23:07:24.770819+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-25T23:07:25.252590+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-25T23:07:25.253004+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-25T23:07:25.264212+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-25T23:07:25.275067+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:25.275460+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:25.319229+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:25.319646+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:25.330769+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-25T23:07:25.331176+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-25T23:12:02.578745+00:00,ZB-c5f4b15792a6df7ba768,dry-run,buy,MNQ,1,logged,
2026-06-25T23:12:02.580395+00:00,ZB-c476df656cae0266150b,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.419287+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T00:59:24.419736+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T00:59:24.881310+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T00:59:24.881765+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T00:59:24.893927+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T00:59:24.904546+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.905051+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.946890+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.947311+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.957763+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T00:59:24.958172+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:42.368191+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T01:28:42.368586+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T01:28:42.880907+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T01:28:42.881391+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T01:28:42.892984+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T01:28:42.904578+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:42.905051+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:43.001160+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:43.001674+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:43.011865+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:28:43.012262+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:24.806581+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T01:40:24.807021+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T01:40:25.283400+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T01:40:25.283858+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T01:40:25.294780+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T01:40:25.305469+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:25.305905+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:25.348520+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:25.349023+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:25.359673+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T01:40:25.360108+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:40.779814+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T02:15:40.780277+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T02:15:41.236438+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T02:15:41.236938+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T02:15:41.247481+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T02:15:41.258073+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:41.258542+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:41.297261+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:41.297787+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:41.308336+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T02:15:41.308815+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.180704+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T04:35:10.181217+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T04:35:10.657654+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T04:35:10.658060+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T04:35:10.668905+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T04:35:10.679744+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.680142+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.723514+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.723955+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.735017+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:35:10.735447+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.168696+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T04:48:13.169092+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T04:48:13.638769+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T04:48:13.639176+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T04:48:13.650390+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T04:48:13.661502+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.661882+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.712543+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.712946+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.724004+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T04:48:13.724400+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.248271+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T05:38:55.248761+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T05:38:55.708962+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T05:38:55.709458+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T05:38:55.719862+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T05:38:55.729914+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.730393+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.771861+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.772407+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.783890+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T05:38:55.784500+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:07.932171+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T06:54:07.932623+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T06:54:08.425978+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T06:54:08.426437+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T06:54:08.438131+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T06:54:08.448757+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:08.449186+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:08.492706+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:08.493193+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:08.503821+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:54:08.504255+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:32.721750+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:32.722542+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:32.745558+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,4,logged,
2026-06-26T06:55:32.745994+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,4,logged,
2026-06-26T06:55:32.747326+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:32.747678+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:32.748235+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,2,logged,
2026-06-26T06:55:32.748561+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-26T06:55:32.763972+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:32.764351+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:32.770711+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-26T06:55:52.390054+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T06:55:52.390448+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T06:55:52.449761+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:52.450176+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:52.450744+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,4,logged,
2026-06-26T06:55:52.451099+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,4,logged,
2026-06-26T06:55:52.452265+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.452612+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.453128+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,2,logged,
2026-06-26T06:55:52.453477+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-26T06:55:52.464076+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:52.464525+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:52.470739+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-26T06:55:52.897219+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,2,logged,
2026-06-26T06:55:52.897643+00:00,ZB-e78cb3a40aff486c1bfb,dry-run,sell,MNQ,1,logged,
2026-06-26T06:55:52.908643+00:00,ZB-f2071f5f1c64df2fc985,dry-run,sell,MNQ,1,logged,
2026-06-26T06:55:52.920362+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.920770+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.973213+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.973633+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.984447+00:00,ZB-2775ddeda0d352bf2e55,dry-run,buy,MNQ,1,logged,
2026-06-26T06:55:52.984842+00:00,ZB-e12878b37811c3d163be,dry-run,buy,MNQ,1,logged,
2026-06-26T06:56:54.011143+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:56:54.011870+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:56:54.032989+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,4,logged,
2026-06-26T06:56:54.033479+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,4,logged,
2026-06-26T06:56:54.034695+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-26T06:56:54.035051+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-26T06:56:54.035718+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,2,logged,
2026-06-26T06:56:54.036113+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-26T06:56:54.036916+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
2026-06-26T06:58:12.768361+00:00,ZB-6aad7a2e01a864fbde03,dry-run,cancel,MNQ,,logged,
2026-06-26T06:58:12.768770+00:00,ZB-96d4de44eae845f50c26,dry-run,exit,MNQ,,logged,
2026-06-26T06:58:12.828991+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:58:12.829473+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:58:12.830163+00:00,ZB-4409967852a558ee9e6f,dry-run,sell,MNQ,4,logged,
2026-06-26T06:58:12.830589+00:00,ZB-16ddbd0996b75e927ed1,dry-run,sell,MNQ,4,logged,
2026-06-26T06:58:12.831796+00:00,ZB-99bbb682a8ceaf4daba0,dry-run,buy,MNQ,1,logged,
2026-06-26T06:58:12.832173+00:00,ZB-2d023efcfd9d5f561705,dry-run,buy,MNQ,1,logged,
2026-06-26T06:58:12.832705+00:00,ZB-d3bef9f2f88d318ccb0c,dry-run,buy,MNQ,2,logged,
2026-06-26T06:58:12.833063+00:00,ZB-ddd28b7b33f38bce40fe,dry-run,buy,MNQ,2,logged,
2026-06-26T06:58:12.844888+00:00,ZB-8738b4fef164e121f6aa,dry-run,sell,MNQ,2,logged,
2026-06-26T06:58:12.845310+00:00,ZB-97111d06005c5c298df2,dry-run,sell,MNQ,2,logged,
2026-06-26T06:58:12.863886+00:00,ZB-5bd9f2f57db427c77f14,dry-run,exit,MNQ,,logged,
